ID	Name	Latitude	Longitude	Address	Zipcode	Type	Website	drivingTime	walkingTime	transitTime	nomalized_crime_score	foodscore	gasscore	entertainmentscore	clusters
354	1450 Monroe Dr NE #	33.7942	-84.3676	1450 Monroe Dr NE # B, Atlanta, GA	30324	Apartment	http://www.zillow.com/homedetails/1450-Monroe-Dr-NE-B-Atlanta-GA-30324/2099395450_zpid/	666	3326	2013	96.45059045	83.51648352	23.07692308	80.92783505	0
355	1450 Wembley Ct N	33.81736	-84.31652	1450 Wembley Ct NE, Atlanta, GA	30329	Condo	http://www.zillow.com/homedetails/1450-Wembley-Ct-NE-Atlanta-GA-30329/2141814114_zpid/	1139	7912	3268	94.99214293	76.37362637	23.07692308	27.83505155	6
356	1451 Janmar Dr #	33.7504	-84.242	1451 Janmar Dr # A, Decatur, GA	30032	Apartment	http://www.zillow.com/homedetails/1451-Janmar-Dr-A-Decatur-GA-30032/2100776721_zpid/	1382	13148	5305	95.80059159	78.57142857	7.692307692	13.40206186	2
357	1457 Wadley Av	33.688598	-84.436518	1457 Wadley Ave, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/1457-Wadley-Ave-Atlanta-GA-30344/35839844_zpid/	947	9158	3284	100	79.12087912	7.692307692	65.46391753	4
358	1459 Ashley Wa	33.679653	-84.436858	1459 Ashley Way, East Point, GA	30344	Townhouse	http://www.zillow.com/homedetails/1459-Ashley-Way-East-Point-GA-30344/69375538_zpid/	1106	9973	0	100	80.76923077	7.692307692	65.46391753	4
359	1459 Copeland Ave S	33.736259	-84.435332	1459 Copeland Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1459-Copeland-Ave-SW-Atlanta-GA-30310/35842052_zpid/	855	5985	3016	85.28980614	79.12087912	7.692307692	10.30927835	2
360	1460 Saint Michael Av	33.694735	-84.436729	1460 Saint Michael Ave, Atlanta, GA	30344	Apartment	http://www.zillow.com/homedetails/1460-Saint-Michael-Ave-Atlanta-GA-30344/35840468_zpid/	923	8497	2871	100	71.97802198	11.53846154	60.30927835	4
361	1461 Centra Villa Dr S	33.715505	-84.453695	1461 Centra Villa Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1461-Centra-Villa-Dr-SW-Atlanta-GA-30311/35854010_zpid/	1094	8063	3559	96.11129748	74.72527473	3.846153846	20.10309278	2
362	1468 Briarwood Rd N	33.84932	-84.33144	1468 Briarwood Rd NE, Brookhaven, GA	30319	Condo	http://www.zillow.com/homedetails/1468-Briarwood-Rd-NE-Brookhaven-GA-30319/2101885169_zpid/	1001	9119	3239	100	78.57142857	7.692307692	26.28865979	6
363	146 Amherst Pl N	33.819264	-84.427695	146 Amherst Pl NW, Atlanta, GA	30327	Condo	http://www.zillow.com/homedetails/146-Amherst-Pl-NW-Atlanta-GA-30327/35916902_zpid/	930	5359	3539	98.36295399	82.96703297	3.846153846	27.31958763	6
364	1470 Keys Crossing Dr N	33.846886	-84.328954	1470 Keys Crossing Dr NE, Brookhaven, GA	30319	House	http://www.zillow.com/homedetails/1470-Keys-Crossing-Dr-NE-Brookhaven-GA-30319/14551331_zpid/	1001	8890	3148	100	78.57142857	26.92307692	30.41237113	6
365	1477 Olive St S	33.714705	-84.431671	1477 Olive St SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1477-Olive-St-SW-Atlanta-GA-30310/35841288_zpid/	1068	6652	2442	95.61289852	45.05494505	7.692307692	22.16494845	1
366	1481 Janmar D	33.7493	-84.2421	1481 Janmar Dr, Decatur, GA	30032	Apartment	http://www.zillow.com/homedetails/1481-Janmar-Dr-Decatur-GA-30032/2122514360_zpid/	1401	13126	5391	89.89989446	78.57142857	7.692307692	13.40206186	2
367	1491 Rupert Rd APT	33.74965	-84.27511	1491 Rupert Rd APT G, Decatur, GA	30032	Apartment	http://www.zillow.com/homedetails/1491-Rupert-Rd-APT-G-Decatur-GA-30032/2099914166_zpid/	1162	10653	4635	91.8680338	67.03296703	7.692307692	21.64948454	2
368	14th St N	33.786499	-84.382507	14th St NE, Atlanta, GA	30309	Condo	http://www.zillow.com/homedetails/14th-St-NE-Atlanta-GA-30309/2134402736_zpid/	404	1792	1237	75.02390934	89.01098901	34.61538462	86.08247423	7
369	1500 Avon Ave S	33.722197	-84.437139	1500 Avon Ave SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1500-Avon-Ave-SW-Atlanta-GA-30311/35840713_zpid/	1041	6679	3086	95.39965866	67.03296703	7.692307692	14.94845361	2
370	1501 Meadowlark D	33.748897	-84.245086	1501 Meadowlark Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1501-Meadowlark-Dr-Decatur-GA-30032/125462601_zpid/	1464	12568	4822	98.4746753	79.67032967	7.692307692	13.40206186	2
371	1502 Janmar D	33.74931	-84.24112	1502 Janmar Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1502-Janmar-Dr-Decatur-GA-30032/2099328709_zpid/	1403	13080	5357	87.55517547	74.72527473	7.692307692	13.40206186	2
372	1503 Rupert R	33.749234	-84.27506	1503 Rupert Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1503-Rupert-Rd-Decatur-GA-30032/14464069_zpid/	1167	10679	4662	91.60560518	67.03296703	7.692307692	21.64948454	2
373	1522 Avon Ave S	33.722287	-84.43782	1522 Avon Ave SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1522-Avon-Ave-SW-Atlanta-GA-30311/35849095_zpid/	1019	6730	3050	96.68540881	67.03296703	11.53846154	14.94845361	2
374	1523 Stone Gate Ln S	33.74798	-84.334897	1523 Stone Gate Ln SE, Atlanta, GA	30317	Condo	http://www.zillow.com/homedetails/1523-Stone-Gate-Ln-SE-Atlanta-GA-30317/61918614_zpid/	796	6903	0	97.20179827	85.71428571	11.53846154	85.56701031	0
375	1529 Richard Stokes Dr # 152	33.8245	-84.2812	1529 Richard Stokes Dr # 1529, Decatur, GA	30033	Apartment	http://www.zillow.com/homedetails/1529-Richard-Stokes-Dr-1529-Decatur-GA-30033/2099553172_zpid/	1256	10767	4051	100	74.72527473	7.692307692	10.30927835	2
376	1532 Montreat Ave S	33.729595	-84.4381	1532 Montreat Ave SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1532-Montreat-Ave-SW-Atlanta-GA-30311/35848226_zpid/	926	6498	3241	95.30540479	86.81318681	3.846153846	14.94845361	2
377	1545 Athens Ave SW # 154	33.713	-84.4092	1545 Athens Ave SW # 1545, Atlanta, GA	30310	Apartment	http://www.zillow.com/homedetails/1545-Athens-Ave-SW-1545-Atlanta-GA-30310/2099327034_zpid/	855	6134	2999	99.12136078	69.23076923	7.692307692	10.30927835	2
378	1546 N Columbia P	33.746579	-84.255587	1546 N Columbia Pl, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1546-N-Columbia-Pl-Decatur-GA-30032/14458932_zpid/	1348	11790	4693	98.82148839	76.92307692	3.846153846	10.30927835	2
379	1548 Harvard Ave APT	33.65303	-84.43961	1548 Harvard Ave APT 1, College Park, GA	30337	Apartment	http://www.zillow.com/homedetails/1548-Harvard-Ave-APT-1-College-Park-GA-30337/2123414452_zpid/	1182	12280	3245	100	86.81318681	15.38461538	67.5257732	4
380	154 Amherst Pl N	33.819343	-84.427784	154 Amherst Pl NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/154-Amherst-Pl-NW-Atlanta-GA-30327/35916944_zpid/	931	5368	3547	98.32972137	82.96703297	3.846153846	27.31958763	6
381	1558 Harvard Av	33.65303	-84.43994	1558 Harvard Ave, College Park, GA	30337	Apartment	http://www.zillow.com/homedetails/1558-Harvard-Ave-College-Park-GA-30337/2107826622_zpid/	1182	12280	3244	100	87.36263736	15.38461538	67.5257732	4
382	1559 Montreat Pl S	33.730617	-84.438705	1559 Montreat Pl SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1559-Montreat-Pl-SW-Atlanta-GA-30311/35848205_zpid/	935	6497	3210	94.22133808	79.12087912	3.846153846	14.94845361	2
383	155 Amherst Pl N	33.819548	-84.427566	155 Amherst Pl NW, Atlanta, GA	30327	Condo	http://www.zillow.com/homedetails/155-Amherst-Pl-NW-Atlanta-GA-30327/35916937_zpid/	922	5358	3538	98.94467248	82.96703297	3.846153846	27.31958763	6
384	1560 Laurel Park Pl S	33.747308	-84.439726	1560 Laurel Park Pl SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1560-Laurel-Park-Pl-SW-Atlanta-GA-30310/82613769_zpid/	766	5207	3025	98.72358318	76.92307692	7.692307692	10.30927835	2
385	1564 Dekalb Ave NE APT 1	33.76295	-84.336523	1564 Dekalb Ave NE APT 12, Atlanta, GA	30307	Apartment	http://www.zillow.com/homedetails/1564-Dekalb-Ave-NE-APT-12-Atlanta-GA-30307/59933977_zpid/	899	5524	2799	95.75823837	84.06593407	3.846153846	77.83505155	0
386	1578 Snapfinger R	33.731256	-84.240402	1578 Snapfinger Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1578-Snapfinger-Rd-Decatur-GA-30032/70839734_zpid/	1243	13447	5120	97.43842504	49.45054945	11.53846154	13.40206186	1
387	1580 Mary George Ave NW # 158	33.80108	-84.46098	1580 Mary George Ave NW # 1580, Atlanta, GA	30318	Condo	http://www.zillow.com/homedetails/1580-Mary-George-Ave-NW-1580-Atlanta-GA-30318/2099767241_zpid/	810	5372	2626	97.31452119	48.35164835	7.692307692	24.22680412	1
388	1580 Mary George Ave N	33.801083	-84.460986	1580 Mary George Ave NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/1580-Mary-George-Ave-NW-Atlanta-GA-30318/69347587_zpid/	810	5372	2625	97.31384021	48.35164835	7.692307692	24.22680412	1
389	1580 Ridgewood Ln S	33.71262	-84.441836	1580 Ridgewood Ln SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1580-Ridgewood-Ln-SW-Atlanta-GA-30311/35849174_zpid/	1145	7429	2546	95.86655925	45.6043956	3.846153846	10.30927835	1
390	1585 Dodson Dr S	33.712631	-84.474912	1585 Dodson Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1585-Dodson-Dr-SW-Atlanta-GA-30311/35862443_zpid/	1299	9615	4062	99.29523748	47.25274725	7.692307692	20.6185567	1
391	1600 Line Ci	33.74618	-84.27937	1600 Line Cir, Decatur, GA	30032	Apartment	http://www.zillow.com/homedetails/1600-Line-Cir-Decatur-GA-30032/2119102720_zpid/	1159	10474	4669	97.14602052	79.12087912	15.38461538	21.64948454	6
392	1614 Sugar Downs Ct S	33.701117	-84.324184	1614 Sugar Downs Ct SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/1614-Sugar-Downs-Ct-SE-Atlanta-GA-30316/14438529_zpid/	1111	10029	4098	99.25736438	36.26373626	3.846153846	10.30927835	5
393	1624 Beecher St S	33.73336	-84.440904	1624 Beecher St SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1624-Beecher-St-SW-Atlanta-GA-30310/35847719_zpid/	890	6379	3066	94.10979979	75.27472527	3.846153846	10.30927835	2
394	1626 Lenox Overlook Rd NE # 162	33.84517	-84.32223	1626 Lenox Overlook Rd NE # 1626, Brookhaven, GA	30329	Condo	http://www.zillow.com/homedetails/1626-Lenox-Overlook-Rd-NE-1626-Brookhaven-GA-30329/2099363687_zpid/	1019	9092	0	100	76.92307692	19.23076923	24.22680412	6
395	1626 Lenox Overlook Rd N	33.845207	-84.321777	1626 Lenox Overlook Rd NE, Brookhaven, GA	30329	House	http://www.zillow.com/homedetails/1626-Lenox-Overlook-Rd-NE-Brookhaven-GA-30329/112828783_zpid/	1021	9108	0	100	78.57142857	19.23076923	24.22680412	6
396	1635 Charleston Walk S	33.720715	-84.324142	1635 Charleston Walk SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/1635-Charleston-Walk-SE-Atlanta-GA-30316/59933824_zpid/	883	8825	4147	98.11515019	41.75824176	3.846153846	10.30927835	1
397	1635 Line Ci	33.74446	-84.27947	1635 Line Cir, Decatur, GA	30032	Apartment	http://www.zillow.com/homedetails/1635-Line-Cir-Decatur-GA-30032/2103822075_zpid/	1175	10613	4682	97.24388326	80.21978022	15.38461538	16.49484536	6
398	1639 Harbin Rd SW # 163	33.71159	-84.48431	1639 Harbin Rd SW # 1639, Atlanta, GA	30311	Condo	http://www.zillow.com/homedetails/1639-Harbin-Rd-SW-1639-Atlanta-GA-30311/2099393157_zpid/	1259	10471	4051	99.14468268	30.21978022	3.846153846	15.46391753	5
399	1639 Harbin Rd S	33.711592	-84.484305	1639 Harbin Rd SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1639-Harbin-Rd-SW-Atlanta-GA-30311/35866929_zpid/	1259	10471	4051	99.14714692	30.21978022	3.846153846	15.46391753	5
400	1641 Laurens Dr S	33.711119	-84.482116	1641 Laurens Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1641-Laurens-Dr-SW-Atlanta-GA-30311/35866887_zpid/	1316	10604	4066	99.58760775	33.51648352	3.846153846	15.46391753	5
401	1644 Valencia R	33.723784	-84.315209	1644 Valencia Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1644-Valencia-Rd-Decatur-GA-30032/14447544_zpid/	915	9048	3951	94.35661565	55.49450549	7.692307692	14.43298969	1
402	1654 Anita Pl N	33.799791	-84.33855	1654 Anita Pl NE, Atlanta, GA	30306	House	http://www.zillow.com/homedetails/1654-Anita-Pl-NE-Atlanta-GA-30306/14521659_zpid/	1158	6049	3686	95.43368022	75.27472527	3.846153846	25.25773196	2
403	1657 Westhaven Dr S	33.732893	-84.442054	1657 Westhaven Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1657-Westhaven-Dr-SW-Atlanta-GA-30311/35847611_zpid/	925	6513	3168	94.43491275	75.27472527	3.846153846	10.30927835	2
404	165 Forrest Lake D	33.885969	-84.392659	165 Forrest Lake Dr, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/165-Forrest-Lake-Dr-Atlanta-GA-30327/35902905_zpid/	1295	10717	5187	100	82.96703297	15.38461538	36.59793814	6
405	1661 La France St N	33.76065	-84.33243	1661 La France St NE, Atlanta, GA	30307	Condo	http://www.zillow.com/homedetails/1661-La-France-St-NE-Atlanta-GA-30307/2130513661_zpid/	992	6114	3137	92.89705776	88.46153846	7.692307692	83.50515464	0
406	1665 Kenmore St S	33.726395	-84.442474	1665 Kenmore St SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1665-Kenmore-St-SW-Atlanta-GA-30311/35848370_zpid/	969	6931	3184	94.64900256	74.72527473	7.692307692	10.30927835	2
407	1681 Hadlock St S	33.709576	-84.446241	1681 Hadlock St SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1681-Hadlock-St-SW-Atlanta-GA-30311/35849193_zpid/	1071	7749	2741	91.52936541	78.57142857	3.846153846	14.94845361	2
408	1690 Hudson R	33.832174	-84.260812	1690 Hudson Rd, Decatur, GA	30033	House	http://www.zillow.com/homedetails/1690-Hudson-Rd-Decatur-GA-30033/14545039_zpid/	1381	12247	4889	98.29000732	78.57142857	15.38461538	28.35051546	6
409	1691 Beecher St S	33.734019	-84.443134	1691 Beecher St SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1691-Beecher-St-SW-Atlanta-GA-30310/35847494_zpid/	913	6540	3199	95.42197684	69.78021978	3.846153846	10.30927835	2
410	1701 Langston Ave S	33.708301	-84.422731	1701 Langston Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1701-Langston-Ave-SW-Atlanta-GA-30310/35837017_zpid/	892	6970	2649	89.64638022	62.08791209	3.846153846	22.16494845	2
411	1704 Belle Isle Cir N	33.831696	-84.319115	1704 Belle Isle Cir NE, Atlanta, GA	30329	House	http://www.zillow.com/homedetails/1704-Belle-Isle-Cir-NE-Atlanta-GA-30329/14543254_zpid/	998	8744	3378	100	85.16483516	38.46153846	27.83505155	9
412	1711 Taylor Av	33.673616	-84.444834	1711 Taylor Ave, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/1711-Taylor-Ave-Atlanta-GA-30344/71759200_zpid/	1082	10310	2636	100	87.36263736	11.53846154	71.64948454	4
413	1713 Melrose Dr S	33.708065	-84.421281	1713 Melrose Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1713-Melrose-Dr-SW-Atlanta-GA-30310/35837203_zpid/	899	6893	2666	88.66513073	69.78021978	3.846153846	22.16494845	2
414	1719 Candler R	33.7408	-84.2894	1719 Candler Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1719-Candler-Rd-Decatur-GA-30032/2099837785_zpid/	1034	9978	4432	82.02195567	75.82417582	11.53846154	10.30927835	2
415	1724 Fort Valley Dr S	33.707969	-84.45006	1724 Fort Valley Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1724-Fort-Valley-Dr-SW-Atlanta-GA-30311/35853768_zpid/	1030	8079	2922	97.34939528	76.37362637	3.846153846	14.94845361	2
416	1734 W Forrest Ave APT	33.68452	-84.4455	1734 W Forrest Ave APT 1, East Point, GA	30344	Apartment	http://www.zillow.com/homedetails/1734-W-Forrest-Ave-APT-1-East-Point-GA-30344/2099328998_zpid/	1040	9734	2974	100	80.21978022	26.92307692	65.46391753	4
417	174 Holderness St S	33.750011	-84.426119	174 Holderness St SW, Atlanta, GA	30314	Apartment	http://www.zillow.com/homedetails/174-Holderness-St-SW-Atlanta-GA-30314/35834821_zpid/	761	4365	3067	94.53611529	85.16483516	15.38461538	23.71134021	6
418	1763 1797 Piedmont R	33.803899	-84.367196	1763 1797 Piedmont Rd, Atlanta, GA	30324	Apartment	http://www.zillow.com/homedetails/1763-1797-Piedmont-Rd-77-A5-Atlanta-GA-30324/2099439349_zpid/	698	3721	2199	99.34809785	83.51648352	50	93.29896907	3
419	1764 Alvarado Ter S	33.73428	-84.445464	1764 Alvarado Ter SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1764-Alvarado-Ter-SW-Atlanta-GA-30310/35847412_zpid/	943	6770	3385	96.62571584	67.58241758	3.846153846	10.30927835	2
420	1767 Austin D	33.739625	-84.234674	1767 Austin Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/1767-Austin-Dr-Decatur-GA-30032/14459761_zpid/	1227	13588	5136	93.49922342	65.93406593	3.846153846	13.40206186	2
421	177 12th St N	33.78387	-84.38166	177 12th St NE, Atlanta, GA	30309	Apartment	http://www.zillow.com/homedetails/177-12th-St-NE-Atlanta-GA-30309/2103158252_zpid/	419	1661	1106	72.794488	90.10989011	46.15384615	84.53608247	7
422	1777 Piedmont Way NE #	33.803023	-84.370206	1777 Piedmont Way NE # B, Atlanta, GA	30324	Apartment	http://www.zillow.com/homedetails/1777-Piedmont-Way-NE-B-Atlanta-GA-30324/35931915_zpid/	678	3771	2030	100	81.86813187	50	90.72164948	3
423	1783 Westwood Ave S	33.738953	-84.446197	1783 Westwood Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1783-Westwood-Ave-SW-Atlanta-GA-30310/35847062_zpid/	855	6415	3226	94.43346208	84.61538462	7.692307692	10.30927835	2
424	1787 Stanton Rd S	33.706525	-84.444408	1787 Stanton Rd SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1787-Stanton-Rd-SW-Atlanta-GA-30311/35849303_zpid/	1005	7938	2805	97.25121565	59.89010989	3.846153846	14.94845361	1
425	1789 Tobey R	33.87156	-84.315564	1789 Tobey Rd, Chamblee, GA	30341	House	http://www.zillow.com/homedetails/1789-Tobey-Rd-Chamblee-GA-30341/14565447_zpid/	1180	11644	4044	100	82.96703297	23.07692308	27.83505155	6
426	1791 Vesta Ave APT	33.66764	-84.4477	1791 Vesta Ave APT 1, Atlanta, GA	30344	Apartment	http://www.zillow.com/homedetails/1791-Vesta-Ave-APT-1-Atlanta-GA-30344/2100984591_zpid/	1183	10788	3120	100	87.36263736	7.692307692	65.46391753	4
427	1798 Boyce Dr S	33.693705	-84.316583	1798 Boyce Dr SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/1798-Boyce-Dr-SE-Atlanta-GA-30316/14432469_zpid/	1213	11195	4472	97.95650551	53.2967033	7.692307692	10.30927835	1
428	1804 Laurel Green Wa	33.70239	-84.44498	1804 Laurel Green Way, East Point, GA	30344	House	http://www.zillow.com/homedetails/1804-Laurel-Green-Way-East-Point-GA-30344/2131276022_zpid/	956	8299	2725	100	75.82417582	3.846153846	14.94845361	2
429	1808 Brewer Blvd S	33.705418	-84.41227	1808 Brewer Blvd SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1808-Brewer-Blvd-SW-Atlanta-GA-30310/35830258_zpid/	877	7037	3425	97.75400907	75.82417582	3.846153846	17.5257732	2
430	1809 Streamview Dr SE # S	33.7178	-84.3171	1809 Streamview Dr SE # SE, Atlanta, GA	30316	Condo	http://www.zillow.com/homedetails/1809-Streamview-Dr-SE-SE-Atlanta-GA-30316/2099428390_zpid/	1115	9990	4875	98.39707591	57.14285714	7.692307692	14.43298969	1
431	1810 Oakmont Dr N	33.758541	-84.446363	1810 Oakmont Dr NW, Atlanta, GA	30314	House	http://www.zillow.com/homedetails/1810-Oakmont-Dr-NW-Atlanta-GA-30314/35855610_zpid/	802	4734	3292	95.71588619	47.8021978	3.846153846	10.30927835	1
432	1820 Laurel Green Wa	33.70226	-84.44385	1820 Laurel Green Way, East Point, GA	30344	House	http://www.zillow.com/homedetails/1820-Laurel-Green-Way-East-Point-GA-30344/2146821019_zpid/	966	8304	2803	100	69.23076923	3.846153846	14.94845361	2
433	1822 Center Av	33.670793	-84.448404	1822 Center Ave, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/1822-Center-Ave-Atlanta-GA-30344/35851878_zpid/	1160	10638	2965	100	86.81318681	7.692307692	69.58762887	4
434	1822 N Rock Springs Rd NE APT 2	33.804621	-84.366518	1822 N Rock Springs Rd NE APT 25, Atlanta, GA	30324	Condo	http://www.zillow.com/homedetails/1822-N-Rock-Springs-Rd-NE-APT-25-Atlanta-GA-30324/35930040_zpid/	711	3975	2440	95.46857989	82.96703297	53.84615385	92.78350515	8
435	1827 Galilee C	33.835318	-84.226829	1827 Galilee Ct, Tucker, GA	30084	House	http://www.zillow.com/homedetails/1827-Galilee-Ct-Tucker-GA-30084/14545865_zpid/	1581	15551	6047	100	81.86813187	38.46153846	98.45360825	3
436	1845 Whitehall Forest Ct SE #	33.68425	-84.31565	1845 Whitehall Forest Ct SE # 1, Atlanta, GA	30316	Townhouse	http://www.zillow.com/homedetails/1845-Whitehall-Forest-Ct-SE-1-Atlanta-GA-30316/2105038841_zpid/	1313	12228	4743	100	47.8021978	7.692307692	10.30927835	1
437	1848 Cummings Dr S	33.716856	-84.448266	1848 Cummings Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1848-Cummings-Dr-SW-Atlanta-GA-30311/35854157_zpid/	1180	7838	3504	95.17298034	78.57142857	3.846153846	14.94845361	2
438	1854 Hebron Hills D	33.837084	-84.23448	1854 Hebron Hills Dr, Tucker, GA	30084	House	http://www.zillow.com/homedetails/1854-Hebron-Hills-Dr-Tucker-GA-30084/14548459_zpid/	1519	15138	5341	98.81420754	78.02197802	38.46153846	99.48453608	3
439	1858 Mercer Av	33.664553	-84.449673	1858 Mercer Ave, College Park, GA	30337	House	http://www.zillow.com/homedetails/1858-Mercer-Ave-College-Park-GA-30337/35851387_zpid/	1164	11291	3600	100	87.91208791	7.692307692	60.30927835	4
440	1859 Georgiana Dr N	33.826132	-84.314006	1859 Georgiana Dr NE, Atlanta, GA	30329	House	http://www.zillow.com/homedetails/1859-Georgiana-Dr-NE-Atlanta-GA-30329/14542105_zpid/	1031	8995	4448	99.29647174	80.21978022	34.61538462	35.05154639	9
441	1875 Tremont Dr N	33.762908	-84.448358	1875 Tremont Dr NW, Atlanta, GA	30314	House	http://www.zillow.com/homedetails/1875-Tremont-Dr-NW-Atlanta-GA-30314/35855568_zpid/	806	4927	3001	97.72795748	46.15384615	3.846153846	10.30927835	1
